PlayerID,FirstName,LastName,Status,TeamID,Team,Position,Jersey,Catches,Shoots,Height,Weight,BirthDate,BirthCity,BirthState,PhotoUrl,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,FantasyAlarmPlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,FanDuelName,DraftKingsName,YahooName,DepthChartPosition,DepthChartOrder,GlobalTeamID,FantasyDraftName,FantasyDraftPlayerID,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated
30000007,Carey,Price,Injured Reserve,4,MON,G,31,L,,75,217,1987-08-16T00:00:00,Anahim Lake,BC,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,4312478a-0f24-11e2-8525-18a905767e44,1798,2300,400246,300782,1799,,Scrambled,Scrambled,2022-09-07T00:00:00,Scrambled,8452,300782,3782,Carey Price,Carey Price,Carey Price,,,30000004,,,8256983,http://cdn.usatsimg.com/api/download/?imageID=19170096,http://cdn.usatsimg.com/api/download/?imageID=14591101,2022-10-03T11:29:39,2020-07-26T12:20:00
30000012,Lars,Eller,Active,14,PIT,C,20,,L,74,205,1989-05-08T00:00:00,Rodovre,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,42fc415a-0f24-11e2-8525-18a905767e44,2297,2793,400236,392954,3446,16418,Scrambled,Scrambled,,Scrambled,9990,392954,4252,Lars Eller,Lars Eller,Lars Eller,C,1,30000014,Lars Eller,392954,8310422,http://cdn.usatsimg.com/api/download/?imageID=16860491,http://cdn.usatsimg.com/api/download/?imageID=16860492,2021-09-30T15:30:07,2021-09-30T15:30:15
30000015,Brendan,Gallagher,Active,4,MON,RW,11,,R,69,183,1992-05-06T00:00:00,Edmonton,AB,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,430c691d-0f24-11e2-8525-18a905767e44,3373,3684,400240,555807,4018,18502,Scrambled,Scrambled,,Scrambled,15306,555807,5120,Brendan Gallagher,Brendan Gallagher,Brendan Gallagher,LW,1,30000004,Brendan Gallagher,555807,8256974,http://cdn.usatsimg.com/api/download/?imageID=20186354,http://cdn.usatsimg.com/api/download/?imageID=20186355,2023-03-09T22:06:57,2023-03-09T22:07:01
30000019,Max,Pacioretty,Active,15,WAS,LW,67,,L,74,217,1988-11-20T00:00:00,New Canaan,CT,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,430bc0c7-0f24-11e2-8525-18a905767e44,2289,2809,400239,392964,3093,16214,Scrambled,Scrambled,,Scrambled,8441,392964,4261,Max Pacioretty,Max Pacioretty,Max Pacioretty,LW,1,30000015,Max Pacioretty,392964,8304987,http://cdn.usatsimg.com/api/download/?imageID=16860388,http://cdn.usatsimg.com/api/download/?imageID=16860389,2021-09-30T15:08:14,2021-09-30T15:08:21
30000031,Peter,Holland,Minors,19,COL,C,,,L,74,193,1991-01-14T00:00:00,Toronto,ON,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,73c88de1-6454-4439-8203-6dde356a782f,,3265,400894,504290,,,Scrambled,Scrambled,,Scrambled,9061,504290,4695,Peter Holland,Peter Holland,Peter Holland,,,30000019,Peter Holland,1416068,135,http://cdn.usatsimg.com/api/download/?imageID=10819291,http://cdn.usatsimg.com/api/download/?imageID=10829539,,
30000032,Nazem,Kadri,Active,24,CGY,C,91,,L,72,185,1990-10-06T00:00:00,London,ON,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,4313ca5c-0f24-11e2-8525-18a905767e44,2986,3254,400877,504258,3542,17142,Scrambled,Scrambled,,Scrambled,8741,504258,4687,Nazem Kadri,Nazem Kadri,Nazem Kadri,C,1,30000024,Nazem Kadri,504258,8305202,http://cdn.usatsimg.com/api/download/?imageID=17307312,http://cdn.usatsimg.com/api/download/?imageID=17356876,2021-12-06T20:23:22,2021-12-14T13:46:29
30000040,Morgan,Rielly,Active,7,TOR,D,44,,L,73,225,1994-03-09T00:00:00,Vancouver,BC,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,6ac83823-d037-4312-b33e-40e7b1a7eb9c,4030,3974,400893,659812,4779,19497,Scrambled,Scrambled,,Scrambled,37881,659812,5685,Morgan Rielly,Morgan Rielly,Morgan Rielly,LD,1,30000007,Morgan Rielly,1803421,8256953,http://cdn.usatsimg.com/api/download/?imageID=19174791,http://cdn.usatsimg.com/api/download/?imageID=19174790,2022-10-04T11:31:46,2022-10-04T11:31:39
30000043,James,van Riemsdyk,Active,1,BOS,LW,21,,L,75,208,1989-05-04T00:00:00,Middletown,NJ,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,4337ce91-0f24-11e2-8525-18a905767e44,2267,2782,400886,392943,3265,16041,Scrambled,Scrambled,,Scrambled,8797,392943,4241,James van Riemsdyk,James van Riemsdyk,James van Riemsdyk,LW,1,30000001,James van Riemsdyk,392943,8256603,http://cdn.usatsimg.com/api/download/?imageID=19170626,http://cdn.usatsimg.com/api/download/?imageID=19170623,2022-10-03T14:18:21,2022-10-03T14:18:16
30000048,Pierre-Edouard,Bellemare,Active,36,SEA,LW,41,,L,71,198,1985-03-06T00:00:00,Le Blanc Mesnil,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,222b1a87-b947-4188-bfe9-70ee0c257203,4595,4579,400585,829696,6034,20971,Scrambled,Scrambled,2024-02-15T00:00:00,Scrambled,54951,829696,6365,Pierre-Edouard Bellemare,Pierre-Edouard Bellemare,Pierre-Edouard Bellemare,,,30000036,Pierre-Edouard Bellemare,829696,8275554,http://cdn.usatsimg.com/api/download/?imageID=19170793,http://cdn.usatsimg.com/api/download/?imageID=19170794,2022-10-03T14:37:44,2022-10-03T14:37:46
30000050,Sean,Couturier,Active,13,PHI,C,14,,L,76,210,1992-12-07T00:00:00,Phoenix,AZ,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nhl/low-res/0.png,4334ad68-0f24-11e2-8525-18a905767e44,3671,3746,400596,600101,4377,18596,Scrambled,Scrambled,,Scrambled,15308,600101,5369,Sean Couturier,Sean Couturier,Sean Couturier,C,1,30000013,Sean Couturier,600101,8256576,http://cdn.usatsimg.com/api/download/?imageID=17574743,http://cdn.usatsimg.com/api/download/?imageID=17574738,2022-01-27T21:29:04,2022-01-27T21:28:43
