UniqueID,playerID,award,year,lgID,pos
857,potvide01,First Team All-Star,1975,NHL,D
858,clarkbo01,Hart,1975,NHL,n/a
859,ratelje01,Lady Byng,1975,NHL,n/a
860,gilbero01,Masterton,1975,NHL,n/a
861,potvide01,Norris,1975,NHL,n/a
862,laflegu01,Pearson,1975,NHL,n/a
863,lapoigu01,Second Team All-Star,1975,NHL,D
864,leachre01,Second Team All-Star,1975,NHL,RW
865,martiri01,Second Team All-Star,1975,NHL,LW
866,perregi01,Second Team All-Star,1975,NHL,C
867,reschgl01,Second Team All-Star,1975,NHL,G
868,salmibo01,Second Team All-Star,1975,NHL,D
869,drydeke01,Vezina,1975,NHL,n/a
870,laflegu01,Art Ross,1976,NHL,n/a
871,plettwi01,Calder,1976,NHL,n/a
872,laflegu01,Conn Smythe,1976,NHL,n/a
873,dionnma01,First Team All-Star,1976,NHL,C
874,drydeke01,First Team All-Star,1976,NHL,G
875,laflegu01,First Team All-Star,1976,NHL,RW
876,robinla01,First Team All-Star,1976,NHL,D
877,salmibo01,First Team All-Star,1976,NHL,D
878,shuttst01,First Team All-Star,1976,NHL,LW
879,laflegu01,Hart,1976,NHL,n/a
880,dionnma01,Lady Byng,1976,NHL,n/a
881,westfed01,Masterton,1976,NHL,n/a
882,robinla01,Norris,1976,NHL,n/a
883,laflegu01,Pearson,1976,NHL,n/a
884,lapoigu01,Second Team All-Star,1976,NHL,D
885,martiri01,Second Team All-Star,1976,NHL,LW
886,mcdonla01,Second Team All-Star,1976,NHL,RW
887,perregi01,Second Team All-Star,1976,NHL,C
888,potvide01,Second Team All-Star,1976,NHL,D
889,vachoro01,Second Team All-Star,1976,NHL,G
890,drydeke01,Vezina,1976,NHL,n/a
891,larocmi01,Vezina,1976,NHL,n/a
892,laflegu01,Art Ross,1977,NHL,n/a
893,bossymi01,Calder,1977,NHL,n/a
894,robinla01,Conn Smythe,1977,NHL,n/a
895,drydeke01,First Team All-Star,1977,NHL,G
896,gillicl01,First Team All-Star,1977,NHL,LW
897,laflegu01,First Team All-Star,1977,NHL,RW
898,parkbr01,First Team All-Star,1977,NHL,D
899,potvide01,First Team All-Star,1977,NHL,D
900,trottbr01,First Team All-Star,1977,NHL,C
901,laflegu01,Hart,1977,NHL,n/a
902,gorinbu01,Lady Byng,1977,NHL,n/a
903,gorinbu01,Masterton,1977,NHL,n/a
904,potvide01,Norris,1977,NHL,n/a
905,laflegu01,Pearson,1977,NHL,n/a
906,bossymi01,Second Team All-Star,1977,NHL,RW
907,edwardo01,Second Team All-Star,1977,NHL,G
908,robinla01,Second Team All-Star,1977,NHL,D
909,salmibo01,Second Team All-Star,1977,NHL,D
910,shuttst01,Second Team All-Star,1977,NHL,LW
911,sittlda01,Second Team All-Star,1977,NHL,C
912,gainebo01,Selke,1977,NHL,n/a
913,drydeke01,Vezina,1977,NHL,n/a
914,larocmi01,Vezina,1977,NHL,n/a
915,trottbr01,Art Ross,1978,NHL,n/a
916,smithbo01,Calder,1978,NHL,n/a
917,gainebo01,Conn Smythe,1978,NHL,n/a
918,drydeke01,First Team All-Star,1978,NHL,G
919,gillicl01,First Team All-Star,1978,NHL,LW
920,laflegu01,First Team All-Star,1978,NHL,RW
921,potvide01,First Team All-Star,1978,NHL,D
922,robinla01,First Team All-Star,1978,NHL,D
923,trottbr01,First Team All-Star,1978,NHL,C
924,trottbr01,Hart,1978,NHL,n/a
925,macmibo01,Lady Byng,1978,NHL,n/a
926,savarse01,Masterton,1978,NHL,n/a
927,potvide01,Norris,1978,NHL,n/a
928,dionnma01,Pearson,1978,NHL,n/a
929,barbebi01,Second Team All-Star,1978,NHL,LW
930,bossymi01,Second Team All-Star,1978,NHL,RW
931,dionnma01,Second Team All-Star,1978,NHL,C
932,reschgl01,Second Team All-Star,1978,NHL,G
933,salmibo01,Second Team All-Star,1978,NHL,D
934,savarse01,Second Team All-Star,1978,NHL,D
935,gainebo01,Selke,1978,NHL,n/a
936,drydeke01,Vezina,1978,NHL,n/a
937,larocmi01,Vezina,1978,NHL,n/a
938,dionnma01,Art Ross,1979,NHL,n/a
939,bourqra01,Calder,1979,NHL,n/a
940,trottbr01,Conn Smythe,1979,NHL,n/a
941,bourqra01,First Team All-Star,1979,NHL,D
942,dionnma01,First Team All-Star,1979,NHL,C
943,esposto01,First Team All-Star,1979,NHL,G
944,laflegu01,First Team All-Star,1979,NHL,RW
945,robinla01,First Team All-Star,1979,NHL,D
946,simmech01,First Team All-Star,1979,NHL,LW
947,gretzwa01,Hart,1979,NHL,n/a
948,gretzwa01,Lady Byng,1979,NHL,n/a
949,macadal01,Masterton,1979,NHL,n/a
950,robinla01,Norris,1979,NHL,n/a
951,dionnma01,Pearson,1979,NHL,n/a
952,edwardo01,Second Team All-Star,1979,NHL,G
953,gareda01,Second Team All-Star,1979,NHL,RW
954,gretzwa01,Second Team All-Star,1979,NHL,C
955,salmibo01,Second Team All-Star,1979,NHL,D
956,schoeji01,Second Team All-Star,1979,NHL,D
957,shuttst01,Second Team All-Star,1979,NHL,LW
958,gainebo01,Selke,1979,NHL,n/a
959,edwardo01,Vezina,1979,NHL,n/a
960,sauvebo01,Vezina,1979,NHL,n/a
961,gretzwa01,Art Ross,1980,NHL,n/a
962,stastpe01,Calder,1980,NHL,n/a
963,gorinbu01,Conn Smythe,1980,NHL,n/a
964,bossymi01,First Team All-Star,1980,NHL,RW
965,carlyra01,First Team All-Star,1980,NHL,D
966,gretzwa01,First Team All-Star,1980,NHL,C
967,liutmi01,First Team All-Star,1980,NHL,G
968,potvide01,First Team All-Star,1980,NHL,D
969,simmech01,First Team All-Star,1980,NHL,LW
970,gretzwa01,Hart,1980,NHL,n/a
971,kehoeri01,Lady Byng,1980,NHL,n/a
972,dunlobl01,Masterton,1980,NHL,n/a
973,carlyra01,Norris,1980,NHL,n/a
974,liutmi01,Pearson,1980,NHL,n/a
975,barbebi01,Second Team All-Star,1980,NHL,LW
976,bourqra01,Second Team All-Star,1980,NHL,D
977,dionnma01,Second Team All-Star,1980,NHL,C
978,lessama01,Second Team All-Star,1980,NHL,G
979,robinla01,Second Team All-Star,1980,NHL,D
980,tayloda01,Second Team All-Star,1980,NHL,RW
981,gainebo01,Selke,1980,NHL,n/a
982,herrode01,Vezina,1980,NHL,n/a
983,larocmi01,Vezina,1980,NHL,n/a
984,sevigri01,Vezina,1980,NHL,n/a
985,gretzwa01,Art Ross,1981,NHL,n/a
986,hawerda01,Calder,1981,NHL,n/a
987,bossymi01,Conn Smythe,1981,NHL,n/a
988,bossymi01,First Team All-Star,1981,NHL,RW
989,bourqra01,First Team All-Star,1981,NHL,D
990,gretzwa01,First Team All-Star,1981,NHL,C
991,messima01,First Team All-Star,1981,NHL,LW
992,smithbi01,First Team All-Star,1981,NHL,G
993,wilsodo01,First Team All-Star,1981,NHL,D
994,gretzwa01,Hart,1981,NHL,n/a
995,herrode01,Jennings,1981,NHL,n/a
996,wamslri01,Jennings,1981,NHL,n/a
997,middlri01,Lady Byng,1981,NHL,n/a
998,reschgl01,Masterton,1981,NHL,n/a
999,wilsodo01,Norris,1981,NHL,n/a
1000,gretzwa01,Pearson,1981,NHL,n/a
1001,coffepa01,Second Team All-Star,1981,NHL,D
1002,engblbr01,Second Team All-Star,1981,NHL,D
1003,fuhrgr01,Second Team All-Star,1981,NHL,G
1004,middlri01,Second Team All-Star,1981,NHL,RW
1005,toneljo01,Second Team All-Star,1981,NHL,LW
1006,trottbr01,Second Team All-Star,1981,NHL,C
1007,kaspest01,Selke,1981,NHL,n/a
1008,smithbi01,Vezina,1981,NHL,n/a
1009,daousda01,All-Rookie,1982,NHL,C
1010,houslph01,All-Rookie,1982,NHL,D
1011,larmest01,All-Rookie,1982,NHL,RW
1012,lindbpe01,All-Rookie,1982,NHL,G
1013,nasluma01,All-Rookie,1982,NHL,LW
1014,stevesc01,All-Rookie,1982,NHL,D
1015,gretzwa01,Art Ross,1982,NHL,n/a
1016,larmest01,Calder,1982,NHL,n/a
1017,smithbi01,Conn Smythe,1982,NHL,n/a
1018,bossymi01,First Team All-Star,1982,NHL,RW
1019,gretzwa01,First Team All-Star,1982,NHL,C
1020,howema01,First Team All-Star,1982,NHL,D
1021,langwro01,First Team All-Star,1982,NHL,D
1022,messima01,First Team All-Star,1982,NHL,LW
1023,peetepe01,First Team All-Star,1982,NHL,G
1024,gretzwa01,Hart,1982,NHL,n/a
1025,melanro01,Jennings,1982,NHL,n/a
1026,smithbi01,Jennings,1982,NHL,n/a
1027,bossymi01,Lady Byng,1982,NHL,n/a
1028,mcdonla01,Masterton,1982,NHL,n/a
1029,langwro01,Norris,1982,NHL,n/a
1030,gretzwa01,Pearson,1982,NHL,n/a
1031,huddych01,Plus-Minus,1982,NHL,n/a
1032,bourqra01,Second Team All-Star,1982,NHL,D
1033,coffepa01,Second Team All-Star,1982,NHL,D
1034,goulemi01,Second Team All-Star,1982,NHL,LW
1035,mcdonla01,Second Team All-Star,1982,NHL,RW
1036,melanro01,Second Team All-Star,1982,NHL,G
1037,savarde01,Second Team All-Star,1982,NHL,C
1038,clarkbo01,Selke,1982,NHL,n/a
1039,peetepe01,Vezina,1982,NHL,n/a
1040,barrato01,All-Rookie,1983,NHL,G
1041,eriksth01,All-Rookie,1983,NHL,D
1042,loobha01,All-Rookie,1983,NHL,RW
1043,macouja01,All-Rookie,1983,NHL,D
1044,turgesy01,All-Rookie,1983,NHL,LW
1045,yzermst01,All-Rookie,1983,NHL,C
1046,gretzwa01,Art Ross,1983,NHL,n/a
1047,barrato01,Calder,1983,NHL,n/a
1048,messima01,Conn Smythe,1983,NHL,n/a
1049,barrato01,First Team All-Star,1983,NHL,G
1050,bossymi01,First Team All-Star,1983,NHL,RW
1051,bourqra01,First Team All-Star,1983,NHL,D
1052,goulemi01,First Team All-Star,1983,NHL,LW
1053,gretzwa01,First Team All-Star,1983,NHL,C
1054,langwro01,First Team All-Star,1983,NHL,D
1055,gretzwa01,Hart,1983,NHL,n/a
1056,jenseal01,Jennings,1983,NHL,n/a
1057,riggipa01,Jennings,1983,NHL,n/a
1058,bossymi01,Lady Byng,1983,NHL,n/a
1059,parkbr01,Masterton,1983,NHL,n/a
1060,langwro01,Norris,1983,NHL,n/a
1061,gretzwa01,Pearson,1983,NHL,n/a
1062,gretzwa01,Plus-Minus,1983,NHL,n/a
1063,coffepa01,Second Team All-Star,1983,NHL,D
1064,kurrija01,Second Team All-Star,1983,NHL,RW
1065,messima01,Second Team All-Star,1983,NHL,LW
1066,potvide01,Second Team All-Star,1983,NHL,D
1067,riggipa01,Second Team All-Star,1983,NHL,G
1068,trottbr01,Second Team All-Star,1983,NHL,C
1069,jarvido01,Selke,1983,NHL,n/a
1070,barrato01,Vezina,1983,NHL,n/a
1071,bellbr01,All-Rookie,1984,NHL,D
1072,chelich01,All-Rookie,1984,NHL,D
1073,lemiema01,All-Rookie,1984,NHL,C
1074,pennest01,All-Rookie,1984,NHL,G
1075,sandsto01,All-Rookie,1984,NHL,RW
1076,youngwa01,All-Rookie,1984,NHL,LW
1077,gretzwa01,Art Ross,1984,NHL,n/a
1078,lemiema01,Calder,1984,NHL,n/a
1079,gretzwa01,Conn Smythe,1984,NHL,n/a
1080,bourqra01,First Team All-Star,1984,NHL,D
1081,coffepa01,First Team All-Star,1984,NHL,D
1082,gretzwa01,First Team All-Star,1984,NHL,C
1083,kurrija01,First Team All-Star,1984,NHL,RW
1084,lindbpe01,First Team All-Star,1984,NHL,G
1085,ogrodjo01,First Team All-Star,1984,NHL,LW
1086,gretzwa01,Hart,1984,NHL,n/a
1087,barrato01,Jennings,1984,NHL,n/a
1088,sauvebo01,Jennings,1984,NHL,n/a
1089,kurrija01,Lady Byng,1984,NHL,n/a
1090,hedbean01,Masterton,1984,NHL,n/a
1091,coffepa01,Norris,1984,NHL,n/a
1092,gretzwa01,Pearson,1984,NHL,n/a
1093,gretzwa01,Plus-Minus,1984,NHL,n/a
1094,barrato01,Second Team All-Star,1984,NHL,G
1095,bossymi01,Second Team All-Star,1984,NHL,RW
1096,hawerda01,Second Team All-Star,1984,NHL,C
1097,langwro01,Second Team All-Star,1984,NHL,D
1098,toneljo01,Second Team All-Star,1984,NHL,LW
1099,wilsodo01,Second Team All-Star,1984,NHL,D
1100,ramsacr01,Selke,1984,NHL,n/a
1101,lindbpe01,Vezina,1984,NHL,n/a
1102,clarkwe01,All-Rookie,1985,NHL,LW
1103,dahlikj01,All-Rookie,1985,NHL,RW
1104,murzyda01,All-Rookie,1985,NHL,D
1105,ridlemi01,All-Rookie,1985,NHL,C
1106,roypa01,All-Rookie,1985,NHL,G
1107,suterga01,All-Rookie,1985,NHL,D
1108,gretzwa01,Art Ross,1985,NHL,n/a
1109,suterga01,Calder,1985,NHL,n/a
1110,roypa01,Conn Smythe,1985,NHL,n/a
1111,bossymi01,First Team All-Star,1985,NHL,RW
1112,coffepa01,First Team All-Star,1985,NHL,D
1113,goulemi01,First Team All-Star,1985,NHL,LW
1114,gretzwa01,First Team All-Star,1985,NHL,C
1115,howema01,First Team All-Star,1985,NHL,D
1116,vanbijo01,First Team All-Star,1985,NHL,G
1117,gretzwa01,Hart,1985,NHL,n/a
1118,froesbo01,Jennings,1985,NHL,n/a
1119,jenseda02,Jennings,1985,NHL,n/a
1120,bossymi01,Lady Byng,1985,NHL,n/a
1121,simmech01,Masterton,1985,NHL,n/a
1122,coffepa01,Norris,1985,NHL,n/a
1123,lemiema01,Pearson,1985,NHL,n/a
1124,howema01,Plus-Minus,1985,NHL,n/a
1125,bourqra01,Second Team All-Star,1985,NHL,D
1126,froesbo01,Second Team All-Star,1985,NHL,G
1127,kurrija01,Second Team All-Star,1985,NHL,RW
1128,lemiema01,Second Team All-Star,1985,NHL,C
1129,nasluma01,Second Team All-Star,1985,NHL,LW
1130,robinla01,Second Team All-Star,1985,NHL,D
1131,murratr01,Selke,1985,NHL,n/a
1132,vanbijo01,Vezina,1985,NHL,n/a
1133,bennibr01,All-Rookie,1986,NHL,D
1134,carsoji01,All-Rookie,1986,NHL,C
1135,duchest01,All-Rookie,1986,NHL,D
1136,hextaro01,All-Rookie,1986,NHL,G
1137,robitlu01,All-Rookie,1986,NHL,LW
1138,sandlji01,All-Rookie,1986,NHL,RW
1139,gretzwa01,Art Ross,1986,NHL,n/a
1140,robitlu01,Calder,1986,NHL,n/a
1141,hextaro01,Conn Smythe,1986,NHL,n/a
1142,bourqra01,First Team All-Star,1986,NHL,D
1143,goulemi01,First Team All-Star,1986,NHL,LW
1144,gretzwa01,First Team All-Star,1986,NHL,C
1145,hextaro01,First Team All-Star,1986,NHL,G
1146,howema01,First Team All-Star,1986,NHL,D
1147,kurrija01,First Team All-Star,1986,NHL,RW
1148,gretzwa01,Hart,1986,NHL,n/a
1149,haywabr01,Jennings,1986,NHL,n/a
1150,roypa01,Jennings,1986,NHL,n/a
1151,mullejo01,Lady Byng,1986,NHL,n/a
1152,jarvido01,Masterton,1986,NHL,n/a
1153,bourqra01,Norris,1986,NHL,n/a
1154,gretzwa01,Pearson,1986,NHL,n/a
1155,gretzwa01,Plus-Minus,1986,NHL,n/a
1156,kerrti01,Second Team All-Star,1986,NHL,RW
1157,lemiema01,Second Team All-Star,1986,NHL,C
1158,liutmi01,Second Team All-Star,1986,NHL,G
1159,macinal01,Second Team All-Star,1986,NHL,D
1160,murphla01,Second Team All-Star,1986,NHL,D
1161,robitlu01,Second Team All-Star,1986,NHL,LW
1162,poulida02,Selke,1986,NHL,n/a
1163,hextaro01,Vezina,1986,NHL,n/a
1164,duncaia01,All-Rookie,1987,NHL,LW
1165,johanca01,All-Rookie,1987,NHL,D
1166,nieuwjo01,All-Rookie,1987,NHL,C
1167,pangda01,All-Rookie,1987,NHL,G
1168,sheppra01,All-Rookie,1987,NHL,RW
1169,weslegl01,All-Rookie,1987,NHL,D
1170,lemiema01,Art Ross,1987,NHL,n/a
1171,nieuwjo01,Calder,1987,NHL,n/a
1172,gretzwa01,Conn Smythe,1987,NHL,n/a
1173,bourqra01,First Team All-Star,1987,NHL,D
1174,fuhrgr01,First Team All-Star,1987,NHL,G
1175,lemiema01,First Team All-Star,1987,NHL,C
1176,loobha01,First Team All-Star,1987,NHL,RW
1177,robitlu01,First Team All-Star,1987,NHL,LW
1178,stevesc01,First Team All-Star,1987,NHL,D
1179,lemiema01,Hart,1987,NHL,n/a
1180,haywabr01,Jennings,1987,NHL,n/a
1181,roypa01,Jennings,1987,NHL,n/a
1182,mcdonla01,King Clancy,1987,NHL,n/a
1183,nasluma01,Lady Byng,1987,NHL,n/a
1184,bournbo01,Masterton,1987,NHL,n/a
1185,bourqra01,Norris,1987,NHL,n/a
1186,lemiema01,Pearson,1987,NHL,n/a
1187,mccribr01,Plus-Minus,1987,NHL,n/a
1188,goulemi01,Second Team All-Star,1987,NHL,LW
1189,gretzwa01,Second Team All-Star,1987,NHL,C
1190,mccribr01,Second Team All-Star,1987,NHL,D
1191,neelyca01,Second Team All-Star,1987,NHL,RW
1192,roypa01,Second Team All-Star,1987,NHL,G
1193,suterga01,Second Team All-Star,1987,NHL,D
1194,carbogu01,Selke,1987,NHL,n/a
1195,fuhrgr01,Vezina,1987,NHL,n/a
1196,granato01,All-Rookie,1988,NHL,RW
1197,leetcbr01,All-Rookie,1988,NHL,D
1198,lindetr01,All-Rookie,1988,NHL,C
1199,sidorpe01,All-Rookie,1988,NHL,G
1200,volekda01,All-Rookie,1988,NHL,LW
1201,zalapza01,All-Rookie,1988,NHL,D
1202,lemiema01,Art Ross,1988,NHL,n/a
1203,leetcbr01,Calder,1988,NHL,n/a
1204,macinal01,Conn Smythe,1988,NHL,n/a
1205,chelich01,First Team All-Star,1988,NHL,D
1206,coffepa01,First Team All-Star,1988,NHL,D
1207,lemiema01,First Team All-Star,1988,NHL,C
1208,mullejo01,First Team All-Star,1988,NHL,RW
1209,robitlu01,First Team All-Star,1988,NHL,LW
1210,roypa01,First Team All-Star,1988,NHL,G
1211,gretzwa01,Hart,1988,NHL,n/a
1212,haywabr01,Jennings,1988,NHL,n/a
1213,roypa01,Jennings,1988,NHL,n/a
1214,trottbr01,King Clancy,1988,NHL,n/a
1215,mullejo01,Lady Byng,1988,NHL,n/a
1216,kerrti01,Masterton,1988,NHL,n/a
1217,chelich01,Norris,1988,NHL,n/a
1218,yzermst01,Pearson,1988,NHL,n/a
1219,mullejo01,Plus-Minus,1988,NHL,n/a
1220,bourqra01,Second Team All-Star,1988,NHL,D
1221,gallage01,Second Team All-Star,1988,NHL,LW
1222,gretzwa01,Second Team All-Star,1988,NHL,C
1223,kurrija01,Second Team All-Star,1988,NHL,RW
1224,macinal01,Second Team All-Star,1988,NHL,D
1225,vernomi01,Second Team All-Star,1988,NHL,G
1226,carbogu01,Selke,1988,NHL,n/a
1227,roypa01,Vezina,1988,NHL,n/a
1228,brindro01,All-Rookie,1989,NHL,LW
1229,essenbo01,All-Rookie,1989,NHL,G
1230,makarse01,All-Rookie,1989,NHL,RW
1231,modanmi01,All-Rookie,1989,NHL,C
1232,shawbr01,All-Rookie,1989,NHL,D
1233,smithge01,All-Rookie,1989,NHL,D
1234,gretzwa01,Art Ross,1989,NHL,n/a
1235,makarse01,Calder,1989,NHL,n/a
1236,ranfobi01,Conn Smythe,1989,NHL,n/a
1237,bourqra01,First Team All-Star,1989,NHL,D
1238,hullbr01,First Team All-Star,1989,NHL,RW
1239,macinal01,First Team All-Star,1989,NHL,D
1240,messima01,First Team All-Star,1989,NHL,C
1241,robitlu01,First Team All-Star,1989,NHL,LW
1242,roypa01,First Team All-Star,1989,NHL,G
1243,messima01,Hart,1989,NHL,n/a
1244,lemelre01,Jennings,1989,NHL,n/a
1245,moogan01,Jennings,1989,NHL,n/a
1246,loweke01,King Clancy,1989,NHL,n/a
1247,hullbr01,Lady Byng,1989,NHL,n/a
1248,kluzago01,Masterton,1989,NHL,n/a
1249,bourqra01,Norris,1989,NHL,n/a
1250,messima01,Pearson,1989,NHL,n/a
1251,cavalpa01,Plus-Minus,1989,NHL,n/a
1252,bellobr01,Second Team All-Star,1989,NHL,LW
1253,coffepa01,Second Team All-Star,1989,NHL,D
1254,gretzwa01,Second Team All-Star,1989,NHL,C
1255,neelyca01,Second Team All-Star,1989,NHL,RW
1256,puppada01,Second Team All-Star,1989,NHL,G
1257,wilsodo01,Second Team All-Star,1989,NHL,D
1258,meaghri01,Selke,1989,NHL,n/a
1259,roypa01,Vezina,1989,NHL,n/a
1260,belfoed01,All-Rookie,1990,NHL,G
1261,blakero01,All-Rookie,1990,NHL,D
1262,fedorse01,All-Rookie,1990,NHL,C
1263,hodgeke02,All-Rookie,1990,NHL,RW
1264,jagrja01,All-Rookie,1990,NHL,LW
1265,weinrer01,All-Rookie,1990,NHL,D
1266,gretzwa01,Art Ross,1990,NHL,n/a
1267,belfoed01,Calder,1990,NHL,n/a
1268,lemiema01,Conn Smythe,1990,NHL,n/a
1269,belfoed01,First Team All-Star,1990,NHL,G
1270,bourqra01,First Team All-Star,1990,NHL,D
1271,gretzwa01,First Team All-Star,1990,NHL,C
1272,hullbr01,First Team All-Star,1990,NHL,RW
1273,macinal01,First Team All-Star,1990,NHL,D
1274,robitlu01,First Team All-Star,1990,NHL,LW
1275,hullbr01,Hart,1990,NHL,n/a
1276,belfoed01,Jennings,1990,NHL,n/a
1277,tayloda01,King Clancy,1990,NHL,n/a
1278,gretzwa01,Lady Byng,1990,NHL,n/a
1279,tayloda01,Masterton,1990,NHL,n/a
1280,bourqra01,Norris,1990,NHL,n/a
1281,hullbr01,Pearson,1990,NHL,n/a
1282,fleurth01,Plus-Minus,1990,NHL,n/a
1283,mcsorma01,Plus-Minus,1990,NHL,n/a
1284,chelich01,Second Team All-Star,1990,NHL,D
1285,leetcbr01,Second Team All-Star,1990,NHL,D
1286,neelyca01,Second Team All-Star,1990,NHL,RW
1287,oatesad01,Second Team All-Star,1990,NHL,C
1288,roypa01,Second Team All-Star,1990,NHL,G
1289,steveke01,Second Team All-Star,1990,NHL,LW
1290,grahadi01,Selke,1990,NHL,n/a
1291,belfoed01,Vezina,1990,NHL,n/a
1292,amontto01,All-Rookie,1991,NHL,RW
1293,dionngi01,All-Rookie,1991,NHL,LW
1294,hasekdo01,All-Rookie,1991,NHL,G
1295,konstvl01,All-Rookie,1991,NHL,D
1296,lidstni01,All-Rookie,1991,NHL,D
1297,toddke01,All-Rookie,1991,NHL,C
1298,lemiema01,Art Ross,1991,NHL,n/a
1299,burepa01,Calder,1991,NHL,n/a
1300,lemiema01,Conn Smythe,1991,NHL,n/a
1301,bourqra01,First Team All-Star,1991,NHL,D
1302,hullbr01,First Team All-Star,1991,NHL,RW
1303,leetcbr01,First Team All-Star,1991,NHL,D
1304,messima01,First Team All-Star,1991,NHL,C
1305,roypa01,First Team All-Star,1991,NHL,G
1306,steveke01,First Team All-Star,1991,NHL,LW
1307,messima01,Hart,1991,NHL,n/a
1308,roypa01,Jennings,1991,NHL,n/a
1309,bourqra01,King Clancy,1991,NHL,n/a
1310,gretzwa01,Lady Byng,1991,NHL,n/a
1311,fitzpma01,Masterton,1991,NHL,n/a
1312,leetcbr01,Norris,1991,NHL,n/a
1313,messima01,Pearson,1991,NHL,n/a
1314,ysebapa01,Plus-Minus,1991,NHL,n/a
1315,houslph01,Second Team All-Star,1991,NHL,D
1316,lemiema01,Second Team All-Star,1991,NHL,C
1317,mcleaki01,Second Team All-Star,1991,NHL,G
1318,recchma01,Second Team All-Star,1991,NHL,RW
1319,robitlu01,Second Team All-Star,1991,NHL,LW
1320,stevesc01,Second Team All-Star,1991,NHL,D
1321,carbogu01,Selke,1991,NHL,n/a
1322,roypa01,Vezina,1991,NHL,n/a
1323,juneajo01,All-Rookie,1992,NHL,LW
1324,lindrer01,All-Rookie,1992,NHL,C
1325,malakvl01,All-Rookie,1992,NHL,D
1326,niedesc01,All-Rookie,1992,NHL,D
1327,potvife01,All-Rookie,1992,NHL,G
1328,selante01,All-Rookie,1992,NHL,RW
1329,lemiema01,Art Ross,1992,NHL,n/a
1330,selante01,Calder,1992,NHL,n/a
1331,roypa01,Conn Smythe,1992,NHL,n/a
1332,belfoed01,First Team All-Star,1992,NHL,G
1333,bourqra01,First Team All-Star,1992,NHL,D
1334,chelich01,First Team All-Star,1992,NHL,D
1335,lemiema01,First Team All-Star,1992,NHL,C
1336,robitlu01,First Team All-Star,1992,NHL,LW
1337,selante01,First Team All-Star,1992,NHL,RW
1338,lemiema01,Hart,1992,NHL,n/a
1339,belfoed01,Jennings,1992,NHL,n/a
1340,poulida02,King Clancy,1992,NHL,n/a
1341,turgepi01,Lady Byng,1992,NHL,n/a
1342,lemiema01,Masterton,1992,NHL,n/a
1343,chelich01,Norris,1992,NHL,n/a
1344,lemiema01,Pearson,1992,NHL,n/a
1345,lemiema01,Plus-Minus,1992,NHL,n/a
1346,barrato01,Second Team All-Star,1992,NHL,G
1347,iafraal01,Second Team All-Star,1992,NHL,D
1348,lafonpa01,Second Team All-Star,1992,NHL,C
1349,mogilal01,Second Team All-Star,1992,NHL,RW
1350,murphla01,Second Team All-Star,1992,NHL,D
1351,steveke01,Second Team All-Star,1992,NHL,LW
1352,gilmodo01,Selke,1992,NHL,n/a
1353,belfoed01,Vezina,1992,NHL,n/a
1354,arnotja01,All-Rookie,1993,NHL,C
1355,brodema01,All-Rookie,1993,NHL,G
1356,mironbo01,All-Rookie,1993,NHL,D
1357,petrool01,All-Rookie,1993,NHL,W
1358,prongch01,All-Rookie,1993,NHL,D
1359,renbemi01,All-Rookie,1993,NHL,W
1360,gretzwa01,Art Ross,1993,NHL,n/a
1361,brodema01,Calder,1993,NHL,n/a
1362,leetcbr01,Conn Smythe,1993,NHL,n/a
1363,bourqra01,First Team All-Star,1993,NHL,D
1364,burepa01,First Team All-Star,1993,NHL,RW
1365,fedorse01,First Team All-Star,1993,NHL,C
1366,hasekdo01,First Team All-Star,1993,NHL,G
1367,shanabr01,First Team All-Star,1993,NHL,LW
1368,stevesc01,First Team All-Star,1993,NHL,D
1369,fedorse01,Hart,1993,NHL,n/a
1370,fuhrgr01,Jennings,1993,NHL,n/a
1371,hasekdo01,Jennings,1993,NHL,n/a
1372,gravead01,King Clancy,1993,NHL,n/a
1373,gretzwa01,Lady Byng,1993,NHL,n/a
1374,neelyca01,Masterton,1993,NHL,n/a
1375,bourqra01,Norris,1993,NHL,n/a
1376,fedorse01,Pearson,1993,NHL,n/a
1377,stevesc01,Plus-Minus,1993,NHL,n/a
1378,gravead01,Second Team All-Star,1993,NHL,LW
1379,gretzwa01,Second Team All-Star,1993,NHL,C
1380,leetcbr01,Second Team All-Star,1993,NHL,D
1381,macinal01,Second Team All-Star,1993,NHL,D
1382,neelyca01,Second Team All-Star,1993,NHL,RW
1383,vanbijo01,Second Team All-Star,1993,NHL,G
1384,fedorse01,Selke,1993,NHL,n/a
1385,hasekdo01,Vezina,1993,NHL,n/a
1386,careyji01,All-Rookie,1994,NHL,G
1387,forsbpe01,All-Rookie,1994,NHL,F
1388,friesje01,All-Rookie,1994,NHL,F
1389,jonsske01,All-Rookie,1994,NHL,D
1390,kariypa01,All-Rookie,1994,NHL,F
1391,therich01,All-Rookie,1994,NHL,D
1392,jagrja01,Art Ross,1994,NHL,n/a
1393,forsbpe01,Calder,1994,NHL,n/a
1394,lemiecl01,Conn Smythe,1994,NHL,n/a
1395,chelich01,First Team All-Star,1994,NHL,D
1396,coffepa01,First Team All-Star,1994,NHL,D
1397,hasekdo01,First Team All-Star,1994,NHL,G
1398,jagrja01,First Team All-Star,1994,NHL,RW
1399,leclajo01,First Team All-Star,1994,NHL,LW
1400,lindrer01,First Team All-Star,1994,NHL,C
1401,lindrer01,Hart,1994,NHL,n/a
